value, keys inserted, insertion time (s), keys retrieved, retrieval time (s)
501, 100000,0.337497,100000,4.316244
502, 100000,0.451403,100000,3.866252
503, 100000,0.372729,100000,3.644477
504, 100000,0.525769,100000,3.382764
505, 100000,0.378981,100000,4.333045
506, 100000,0.294304,100000,4.128252
507, 100000,0.367390,100000,3.557639
508, 100000,0.567487,100000,3.580418
509, 100000,0.477295,100000,3.289772
510, 100000,0.559299,100000,3.479491
511, 100000,0.547468,100000,3.446920
512, 100000,0.418626,100000,3.773817
513, 100000,0.878237,100000,3.523168
514, 100000,0.423951,100000,3.610094
515, 100000,0.392817,100000,3.983290
516, 100000,0.624403,100000,3.272387
517, 100000,0.561304,100000,3.518444
518, 100000,0.389171,100000,7.700353
519, 100000,0.449202,100000,5.181724
520, 100000,0.395320,100000,3.715272
521, 100000,0.437025,100000,3.595234
522, 100000,0.398763,100000,4.099996
523, 100000,0.448695,100000,4.106726
524, 100000,0.519554,100000,3.306002
525, 100000,0.301540,100000,3.536182
526, 100000,0.294863,100000,4.115700
527, 100000,0.436403,100000,3.570401
528, 100000,0.447591,100000,3.764386
529, 100000,0.443257,100000,4.123576
530, 100000,0.553731,100000,3.370422
531, 100000,0.445521,100000,3.983200
532, 100000,0.465802,100000,4.190646
533, 100000,0.327466,100000,4.359159
534, 100000,0.489012,100000,3.707927
535, 100000,0.408895,100000,3.700008
536, 100000,0.568537,100000,3.569535
537, 100000,0.432952,100000,3.589366
538, 100000,0.454867,100000,3.975290
539, 100000,0.413061,100000,4.406655
540, 100000,0.508791,100000,3.868519
541, 100000,0.397837,100000,3.954351
542, 100000,0.457487,100000,3.279237
543, 100000,0.304594,100000,3.846182
544, 100000,0.304070,100000,4.257882
545, 100000,0.321843,100000,4.384823
546, 100000,0.440186,100000,5.655158
547, 100000,0.438190,100000,3.332077
548, 100000,0.318667,100000,4.395979
549, 100000,0.635871,100000,3.404140
550, 100000,0.477621,100000,3.492780
551, 100000,0.696570,100000,3.528767
552, 100000,0.494999,100000,4.115490
553, 100000,0.457007,100000,3.858594
554, 100000,0.354653,100000,3.598577
555, 100000,0.428845,100000,4.020547
556, 100000,0.375581,100000,3.765785
557, 100000,0.326242,100000,4.419168
558, 100000,0.390575,100000,3.770359
559, 100000,0.484500,100000,3.480957
560, 100000,0.429998,100000,3.592837
561, 100000,0.385669,100000,3.886733
562, 100000,0.273682,100000,4.422544
563, 100000,0.457577,100000,3.242537
564, 100000,0.467690,100000,4.544558
565, 100000,0.358950,100000,4.411632
566, 100000,0.480276,100000,4.354769
567, 100000,0.239533,100000,4.463049
568, 100000,0.516019,100000,3.548101
569, 100000,0.450675,100000,4.319520
570, 100000,0.410555,100000,4.672813
571, 100000,0.401736,100000,3.711186
572, 100000,0.519002,100000,3.848138
573, 100000,0.247807,100000,4.718298
574, 100000,0.577692,100000,3.633567
575, 100000,0.587957,100000,3.213138
576, 100000,0.405145,100000,3.315895
577, 100000,0.667221,100000,3.501931
578, 100000,0.319303,100000,4.146950
579, 100000,0.557219,100000,3.085153
580, 100000,0.536522,100000,3.328186
581, 100000,0.411855,100000,3.649177
582, 100000,0.365495,100000,3.879140
583, 100000,0.705915,100000,3.201132
584, 100000,0.738568,100000,3.304444
585, 100000,0.298537,100000,4.696951
586, 100000,0.587010,100000,3.466239
587, 100000,0.504528,100000,3.775960
588, 100000,0.578773,100000,3.433242
589, 100000,0.721695,100000,8.774680
590, 100000,0.395312,100000,4.626564
591, 100000,0.492130,100000,3.806913
592, 100000,0.565882,100000,3.357763
593, 100000,0.567769,100000,3.561444
594, 100000,0.584466,100000,3.207397
595, 100000,0.328117,100000,4.482572
596, 100000,0.478853,100000,4.368526
597, 100000,0.424445,100000,3.893923
598, 100000,0.394207,100000,3.750178
599, 100000,0.591422,100000,3.367468
600, 100000,0.512260,100000,3.392149
601, 100000,0.430051,100000,3.723862
602, 100000,0.246560,100000,4.449879
603, 100000,0.413287,100000,3.699787
604, 100000,0.418093,100000,3.370433
605, 100000,0.511565,100000,3.339416
606, 100000,0.733043,100000,3.138468
607, 100000,0.410931,100000,3.977409
608, 100000,0.892448,100000,3.569651
609, 100000,0.985425,100000,4.030080
610, 100000,0.610843,100000,4.251403
611, 100000,0.223389,100000,4.548068
612, 100000,0.506101,100000,3.422453
613, 100000,0.328191,100000,3.541327
614, 100000,0.463803,100000,4.370643
615, 100000,0.504011,100000,3.720866
616, 100000,0.555891,100000,4.119750
617, 100000,0.652617,100000,3.297816
618, 100000,0.642625,100000,3.642718
619, 100000,0.455253,100000,4.306657
620, 100000,0.399558,100000,3.462315
621, 100000,0.445768,100000,3.577066
622, 100000,0.657002,100000,3.092825
623, 100000,0.619659,100000,3.288070
624, 100000,0.364827,100000,3.972134
625, 100000,0.279791,100000,4.389397
626, 100000,0.463910,100000,3.893707
627, 100000,0.413551,100000,3.471409
628, 100000,0.385830,100000,4.084004
629, 100000,0.551357,100000,3.613902
630, 100000,0.371610,100000,3.657391
631, 100000,0.250159,100000,4.741589
632, 100000,0.591739,100000,3.178162
633, 100000,0.612674,100000,4.795647
634, 100000,0.571407,100000,5.662559
635, 100000,0.624630,100000,3.213553
636, 100000,0.366557,100000,4.004950
637, 100000,0.419149,100000,3.633182
638, 100000,0.535477,100000,3.661015
639, 100000,0.361746,100000,3.999687
640, 100000,0.334986,100000,4.394677
641, 100000,0.460374,100000,3.647593
642, 100000,0.417304,100000,3.443194
643, 100000,0.638610,100000,3.202170
644, 100000,0.566451,100000,3.583332
645, 100000,0.624836,100000,3.784832
646, 100000,0.421049,100000,4.076568
647, 100000,0.575472,100000,3.544718
648, 100000,0.455880,100000,3.747543
649, 100000,0.656999,100000,3.283019
650, 100000,0.446328,100000,3.612777
651, 100000,0.446697,100000,4.064986
652, 100000,0.356293,100000,3.628144
653, 100000,0.587005,100000,3.448974
654, 100000,0.713242,100000,3.040402
655, 100000,0.541024,100000,3.677161
656, 100000,0.497888,100000,3.937443
657, 100000,0.439820,100000,3.613694
658, 100000,0.607866,100000,3.421127
659, 100000,0.555448,100000,3.371455
660, 100000,0.457289,100000,3.858380
661, 100000,0.642914,100000,3.120904
662, 100000,0.643088,100000,3.160318
663, 100000,0.437245,100000,3.659129
664, 100000,0.552484,100000,3.403352
665, 100000,0.403104,100000,3.694555
666, 100000,0.302038,100000,4.218689
667, 100000,0.500415,100000,3.851698
668, 100000,0.442261,100000,3.880441
669, 100000,0.494283,100000,3.429752
670, 100000,0.206946,100000,4.534899
671, 100000,0.699440,100000,3.327775
672, 100000,0.660339,100000,3.555554
673, 100000,0.568440,100000,3.432091
674, 100000,0.582606,100000,3.293996
675, 100000,0.659340,100000,3.418434
676, 100000,0.565719,100000,3.281794
677, 100000,0.326311,100000,4.061537
678, 100000,0.583904,100000,3.357096
679, 100000,0.321468,100000,3.963690
680, 100000,0.329377,100000,4.122155
681, 100000,0.590715,100000,6.316847
682, 100000,0.679598,100000,6.555818
683, 100000,0.321566,100000,3.745051
684, 100000,0.700509,100000,3.098900
685, 100000,0.701347,100000,4.564045
686, 100000,0.437826,100000,3.735703
687, 100000,0.522050,100000,3.618677
688, 100000,0.485000,100000,4.116321
689, 100000,0.348012,100000,4.812524
690, 100000,0.751876,100000,3.097699
691, 100000,0.525055,100000,3.364106
692, 100000,0.529699,100000,3.341432
693, 100000,0.429429,100000,4.430120
694, 100000,0.567850,100000,3.478984
695, 100000,0.514588,100000,3.858570
696, 100000,0.432235,100000,3.580704
697, 100000,0.435544,100000,4.270907
698, 100000,0.508732,100000,3.532063
699, 100000,0.425232,100000,3.770619
700, 100000,0.387597,100000,4.266507
701, 100000,0.678232,100000,3.187999
702, 100000,0.712690,100000,3.576587
703, 100000,0.455701,100000,3.569169
704, 100000,0.503010,100000,3.796776
705, 100000,0.584486,100000,4.094493
706, 100000,0.540283,100000,3.334963
707, 100000,0.721744,100000,3.411579
708, 100000,0.479167,100000,3.383872
709, 100000,0.498730,100000,3.867471
710, 100000,0.473035,100000,3.718517
711, 100000,0.469443,100000,3.515760
712, 100000,0.508353,100000,3.517281
713, 100000,0.339517,100000,3.994205
714, 100000,0.454976,100000,5.127631
715, 100000,0.573431,100000,3.476569
716, 100000,0.597467,100000,3.386696
717, 100000,0.461649,100000,3.715473
718, 100000,0.425042,100000,4.395108
719, 100000,0.431906,100000,3.854880
720, 100000,0.683278,100000,3.594125
721, 100000,0.532444,100000,4.001639
722, 100000,0.477118,100000,4.552917
723, 100000,0.616038,100000,3.670612
724, 100000,0.468251,100000,3.988201
725, 100000,0.576462,100000,3.466977
726, 100000,0.626687,100000,3.308944
727, 100000,0.576337,100000,4.125523
728, 100000,0.510121,100000,3.744147
729, 100000,0.779806,100000,3.193478
730, 100000,0.399222,100000,3.741896
731, 100000,0.427773,100000,4.831181
732, 100000,0.563932,100000,3.439064
733, 100000,0.528730,100000,3.640754
734, 100000,0.272609,100000,4.370776
735, 100000,0.605338,100000,3.457583
736, 100000,0.560506,100000,3.698829
737, 100000,0.561221,100000,3.573226
738, 100000,0.432180,100000,3.333844
739, 100000,0.613691,100000,3.466852
740, 100000,0.496296,100000,3.854218
741, 100000,0.561536,100000,3.423575
742, 100000,0.406516,100000,3.589290
743, 100000,0.538939,100000,3.360569
744, 100000,0.498300,100000,3.703210
745, 100000,0.540708,100000,3.946982
746, 100000,0.524210,100000,3.382935
747, 100000,0.501882,100000,3.766619
748, 100000,0.307838,100000,4.438179
749, 100000,0.732317,100000,3.645938
750, 100000,1.062971,100000,3.355886
751, 100000,1.299501,100000,3.604818
752, 100000,0.505219,100000,3.902728
753, 100000,0.326375,100000,4.722345
754, 100000,0.518384,100000,3.226672
755, 100000,0.491107,100000,6.389913
756, 100000,0.774204,100000,6.405656
757, 100000,0.600047,100000,4.747082
758, 100000,0.616317,100000,4.036807
759, 100000,0.644606,100000,3.537194
760, 100000,0.657194,100000,3.905938
761, 100000,0.598732,100000,3.978681
762, 100000,0.753981,100000,3.700056
763, 100000,0.631151,100000,3.550632
764, 100000,0.425785,100000,4.332772
765, 100000,0.433439,100000,3.884664
766, 100000,0.453730,100000,3.644515
767, 100000,0.703264,100000,3.219545
768, 100000,0.717390,100000,3.206592
769, 100000,0.392473,100000,4.764948
770, 100000,0.660456,100000,3.926722
771, 100000,0.471970,100000,5.436571
772, 100000,0.844595,100000,5.674062
773, 100000,0.709323,100000,3.898896
774, 100000,0.430552,100000,4.391650
775, 100000,0.521292,100000,4.132608
776, 100000,0.563188,100000,3.477651
777, 100000,0.343158,100000,4.874586
778, 100000,0.610973,100000,3.675404
779, 100000,0.511488,100000,4.026110
780, 100000,0.545682,100000,3.442190
781, 100000,0.628215,100000,3.322277
782, 100000,0.558972,100000,3.334707
783, 100000,0.545220,100000,3.750150
784, 100000,0.590592,100000,3.300393
785, 100000,0.423584,100000,4.254316
786, 100000,0.549683,100000,3.861972
787, 100000,0.598474,100000,4.151947
788, 100000,0.537914,100000,3.604433
789, 100000,0.827291,100000,3.087709
790, 100000,0.513747,100000,3.759384
791, 100000,0.416760,100000,4.480504
792, 100000,0.594524,100000,3.412344
793, 100000,0.619950,100000,4.250327
794, 100000,0.895050,100000,4.314595
795, 100000,0.402250,100000,4.806695
796, 100000,0.707876,100000,3.501003
797, 100000,0.458656,100000,4.612509
798, 100000,0.555534,100000,4.105562
799, 100000,0.633856,100000,3.835905
800, 100000,0.387004,100000,3.299367
801, 100000,0.439106,100000,3.913521
802, 100000,0.689780,100000,3.486120
803, 100000,0.525268,100000,3.647749
804, 100000,0.479391,100000,4.742603
805, 100000,0.732319,100000,3.397298
806, 100000,0.466933,100000,3.766210
807, 100000,0.575730,100000,3.468501
808, 100000,0.607456,100000,3.633147
809, 100000,0.588321,100000,3.246335
810, 100000,0.646444,100000,3.128379
811, 100000,0.487635,100000,3.995667
812, 100000,0.678855,100000,3.286116
813, 100000,0.591910,100000,4.258498
814, 100000,0.434529,100000,3.958564
815, 100000,0.675696,100000,3.138260
816, 100000,0.762148,100000,3.312837
817, 100000,0.436899,100000,4.057441
818, 100000,0.664038,100000,3.311053
819, 100000,0.603222,100000,3.928962
820, 100000,0.520035,100000,6.084028
821, 100000,0.529726,100000,4.036717
822, 100000,0.958433,100000,3.843903
823, 100000,0.596687,100000,3.477653
824, 100000,0.452093,100000,8.350383
825, 100000,0.601339,100000,5.767646
826, 100000,0.445095,100000,3.771129
827, 100000,0.696979,100000,3.273238
828, 100000,0.657296,100000,2.967938
829, 100000,0.506356,100000,3.551990
830, 100000,0.560983,100000,3.259607
831, 100000,0.503002,100000,3.833155
832, 100000,0.456512,100000,3.901960
833, 100000,0.770255,100000,2.917680
834, 100000,0.442842,100000,3.786411
835, 100000,0.497409,100000,4.704269
836, 100000,0.510047,100000,4.191101
837, 100000,0.630081,100000,4.072642
838, 100000,0.454393,100000,4.369472
839, 100000,0.453507,100000,3.434847
840, 100000,0.728431,100000,3.223015
841, 100000,0.610252,100000,3.078484
842, 100000,0.463343,100000,3.398726
843, 100000,1.071132,100000,3.335520
844, 100000,0.387236,100000,4.386505
845, 100000,0.659291,100000,3.205845
846, 100000,0.701339,100000,3.294340
847, 100000,0.511859,100000,3.160213
848, 100000,0.674111,100000,3.440038
849, 100000,0.550408,100000,3.273123
850, 100000,0.495552,100000,3.479385
851, 100000,0.655549,100000,3.034421
852, 100000,0.498791,100000,3.349497
853, 100000,0.576830,100000,3.439258
854, 100000,0.625602,100000,3.215800
855, 100000,0.645217,100000,3.617042
856, 100000,0.534074,100000,3.197937
857, 100000,0.656400,100000,3.022795
858, 100000,0.551716,100000,4.145605
859, 100000,0.840839,100000,3.218770
860, 100000,0.472997,100000,3.406335
861, 100000,0.681871,100000,4.392858
862, 100000,0.665072,100000,3.410165
863, 100000,0.620382,100000,4.271644
864, 100000,0.545182,100000,3.267722
865, 100000,1.102061,100000,3.591315
866, 100000,0.519620,100000,3.653306
867, 100000,0.668490,100000,4.494161
868, 100000,0.705488,100000,3.836544
869, 100000,0.668371,100000,3.923940
870, 100000,0.876709,100000,2.979650
871, 100000,0.777734,100000,3.455976
872, 100000,0.811450,100000,3.092670
873, 100000,0.739859,100000,3.969982
874, 100000,0.364003,100000,3.784780
875, 100000,0.730230,100000,2.891220
876, 100000,0.597984,100000,3.425922
877, 100000,0.382507,100000,4.122490
878, 100000,0.691566,100000,3.362613
879, 100000,0.545157,100000,3.295950
880, 100000,0.579905,100000,3.237088
881, 100000,0.605395,100000,3.356431
882, 100000,0.529317,100000,3.743609
883, 100000,0.650607,100000,3.926402
884, 100000,0.614210,100000,3.078287
885, 100000,0.416697,100000,3.961666
886, 100000,0.514581,100000,3.328688
887, 100000,0.700118,100000,3.232817
888, 100000,0.713970,100000,3.874269
889, 100000,0.467110,100000,3.890688
890, 100000,0.495278,100000,3.625924
891, 100000,0.801599,100000,3.254814
892, 100000,0.562206,100000,3.650385
893, 100000,0.657475,100000,3.392549
894, 100000,0.430647,100000,4.115144
895, 100000,0.774024,100000,3.276456
896, 100000,0.837588,100000,2.999403
897, 100000,0.492474,100000,3.529189
898, 100000,0.644105,100000,3.384067
899, 100000,0.800178,100000,3.180078
900, 100000,0.675094,100000,3.342063
901, 100000,0.787890,100000,3.411246
902, 100000,0.632145,100000,3.305942
903, 100000,0.518284,100000,3.443850
904, 100000,0.699009,100000,3.363617
905, 100000,0.645971,100000,3.512568
906, 100000,0.557824,100000,3.707074
907, 100000,0.638325,100000,3.206844
908, 100000,0.585166,100000,3.385563
909, 100000,1.805904,100000,3.559565
910, 100000,0.619684,100000,5.103836
911, 100000,0.659992,100000,5.814209
912, 100000,2.196861,100000,5.274680
913, 100000,0.827921,100000,3.161797
914, 100000,0.783951,100000,3.499962
915, 100000,0.837578,100000,3.170389
916, 100000,0.539256,100000,3.698400
917, 100000,0.539018,100000,3.535878
918, 100000,0.366460,100000,4.730281
919, 100000,0.622484,100000,3.391305
920, 100000,0.535082,100000,3.587331
921, 100000,0.596757,100000,3.111969
922, 100000,0.570058,100000,3.988463
923, 100000,0.785266,100000,3.077234
924, 100000,0.647220,100000,3.602525
925, 100000,0.551943,100000,3.753808
926, 100000,0.563972,100000,4.266956
927, 100000,0.589143,100000,3.201249
928, 100000,0.603506,100000,3.871663
929, 100000,0.541315,100000,3.515723
930, 100000,0.456216,100000,4.602298
931, 100000,1.004552,100000,5.317925
932, 100000,0.970875,100000,4.401942
933, 100000,0.664394,100000,3.457799
934, 100000,0.704520,100000,2.990472
935, 100000,0.472891,100000,3.708255
936, 100000,1.137087,100000,3.471863
937, 100000,0.723531,100000,3.400893
938, 100000,0.664191,100000,3.484360
939, 100000,0.714702,100000,3.063699
940, 100000,0.632864,100000,3.397862
941, 100000,0.617385,100000,3.127748
942, 100000,0.551717,100000,3.387273
943, 100000,0.610260,100000,3.687815
944, 100000,0.412067,100000,4.417768
945, 100000,0.721720,100000,3.313458
946, 100000,0.477496,100000,4.060719
947, 100000,0.654905,100000,3.309167
948, 100000,0.761018,100000,2.954403
949, 100000,0.538162,100000,3.321411
950, 100000,1.254567,100000,4.840938
951, 100000,0.603611,100000,3.854608
952, 100000,0.604202,100000,3.386937
953, 100000,0.667295,100000,3.960348
954, 100000,0.957166,100000,3.715924
955, 100000,0.566915,100000,3.378707
956, 100000,0.711833,100000,4.015308
957, 100000,0.551297,100000,3.728692
958, 100000,0.402000,100000,5.529068
959, 100000,0.781698,100000,3.679371
960, 100000,0.593612,100000,3.331407
961, 100000,1.127195,100000,4.549470
962, 100000,0.718071,100000,3.354316
963, 100000,0.517079,100000,3.966657
964, 100000,0.804832,100000,3.211875
965, 100000,0.604121,100000,3.178461
966, 100000,0.669634,100000,3.246044
967, 100000,0.556969,100000,3.412419
968, 100000,0.535924,100000,3.349815
969, 100000,0.470644,100000,3.666173
970, 100000,0.615244,100000,3.842451
971, 100000,0.937559,100000,2.980369
972, 100000,0.487758,100000,3.457115
973, 100000,0.817408,100000,3.032861
974, 100000,0.781994,100000,3.407676
975, 100000,0.494527,100000,3.439857
976, 100000,0.522995,100000,3.841984
977, 100000,0.652236,100000,3.369159
978, 100000,0.688824,100000,3.434066
979, 100000,0.370375,100000,3.911433
980, 100000,0.772070,100000,3.480786
981, 100000,0.648809,100000,2.972868
982, 100000,0.676705,100000,3.187506
983, 100000,0.715533,100000,3.119588
984, 100000,0.711662,100000,3.211523
985, 100000,0.793927,100000,3.444555
986, 100000,0.721861,100000,3.244279
987, 100000,0.663495,100000,3.258661
988, 100000,0.689713,100000,4.080599
989, 100000,1.147678,100000,3.109291
990, 100000,0.682183,100000,3.185443
991, 100000,0.470682,100000,4.318186
992, 100000,0.575590,100000,3.892854
993, 100000,0.500392,100000,3.489747
994, 100000,0.755525,100000,3.408997
995, 100000,0.575659,100000,3.266087
996, 100000,0.506328,100000,3.372521
997, 100000,0.743873,100000,4.112365
998, 100000,0.669918,100000,3.587921
999, 100000,0.604910,100000,3.376067
1000, 100000,0.509776,100000,3.769221
